Nazwa zmiennej	wartość	Etykieta	etykieta	usemissing
TELSUPL	1	Jedno	Jedno	0,0
TELSUPL	2	Dwa	Dwa	0,0
TELSUPL	3	Trzy	Trzy	0,0
TELSUPL	4	Wszystkie	Wszystkie	0,0
TELSUPP	0	Nie czytał	Nie czytał	0,0
TELSUPP	1	Czytał w okr period	Czytał w okr period	0,0
TEMAGA6	0	Nie czytał	Nie czytał	0,0
TEMAGA6	1	Czytał w cyklu sez.	Czytał w cyklu sez.	0,0
TEMAGA4	0	Nie czytał	Nie czytał	0,0
TEMAGA4	1	Jedno	Jedno	0,0
TEMAGA4	2	Dwa	Dwa	0,0
TEMAGA4	3	Trzy	Trzy	0,0
TEMAGA4	4	Wszystkie	Wszystkie	0,0
TEMAGAL	0	Nie czytał	Nie czytał	0,0
TEMAGAL	1	Jedno	Jedno	0,0
TEMAGAL	2	Dwa	Dwa	0,0
TEMAGAL	3	Trzy	Trzy	0,0
TEMAGAL	4	Wszystkie	Wszystkie	0,0
TEMAGAP	0	Nie czytał	Nie czytał	0,0
TEMAGAP	1	Czytał w okr period	Czytał w okr period	0,0
TEPROG6	0	Nie czytał	Nie czytał	0,0
TEPROG6	1	Czytał w cyklu sez.	Czytał w cyklu sez.	0,0
TEPROG4	0	Nie czytał	Nie czytał	0,0
TEPROG4	1	Jedno	Jedno	0,0
TEPROG4	2	Dwa	Dwa	0,0
TEPROG4	3	Trzy	Trzy	0,0
TEPROG4	4	Wszystkie	Wszystkie	0,0
TEPROGL	0	Nie czytał	Nie czytał	0,0
TEPROGL	1	Jedno	Jedno	0,0
TEPROGL	2	Dwa	Dwa	0,0
TEPROGL	3	Trzy	Trzy	0,0
TEPROGL	4	Wszystkie	Wszystkie	0,0
TEPROGP	0	Nie czytał	Nie czytał	0,0
TEPROGP	1	Czytał w okr period	Czytał w okr period	0,0
TEPRZE6	0	Nie czytał	Nie czytał	0,0
TEPRZE6	1	Czytał w cyklu sez.	Czytał w cyklu sez.	0,0
TEPRZE4	0	Nie czytał	Nie czytał	0,0
TEPRZE4	1	Jedno	Jedno	0,0
TEPRZE4	2	Dwa	Dwa	0,0
TEPRZE4	3	Trzy	Trzy	0,0
TEPRZE4	4	Wszystkie	Wszystkie	0,0
TEPRZEL	0	Nie czytał	Nie czytał	0,0
TEPRZEL	1	Jedno	Jedno	0,0
TEPRZEL	2	Dwa	Dwa	0,0
TEPRZEL	3	Trzy	Trzy	0,0
TEPRZEL	4	Wszystkie	Wszystkie	0,0
TEPRZEP	0	Nie czytał	Nie czytał	0,0
TEPRZEP	1	Czytał w okr period	Czytał w okr period	0,0
TPILOT6	0	Nie czytał	Nie czytał	0,0
TPILOT6	1	Czytał w cyklu sez.	Czytał w cyklu sez.	0,0
TPILOT4	0	Nie czytał	Nie czytał	0,0
TPILOT4	1	Jedno	Jedno	0,0
TPILOT4	2	Dwa	Dwa	0,0
TPILOT4	3	Trzy	Trzy	0,0
TPILOT4	4	Wszystkie	Wszystkie	0,0
TPILOTL	0	Nie czytał	Nie czytał	0,0
TPILOTL	1	Jedno	Jedno	0,0
TPILOTL	2	Dwa	Dwa	0,0
TPILOTL	3	Trzy	Trzy	0,0
TPILOTL	4	Wszystkie	Wszystkie	0,0
TPILOTP	0	Nie czytał	Nie czytał	0,0
TPILOTP	1	Czytał w okr period	Czytał w okr period	0,0
WYOBCA6	0	Nie czytał	Nie czytał	0,0
WYOBCA6	1	Czytał w cyklu sez.	Czytał w cyklu sez.	0,0
WYOBCA4	0	Nie czytał	Nie czytał	0,0
WYOBCA4	1	Jedno	Jedno	0,0
WYOBCA4	2	Dwa	Dwa	0,0
WYOBCA4	3	Trzy	Trzy	0,0
WYOBCA4	4	Wszystkie	Wszystkie	0,0
WYOBCAL	0	Nie czytał	Nie czytał	0,0
WYOBCAL	1	Jedno	Jedno	0,0
WYOBCAL	2	Dwa	Dwa	0,0
WYOBCAL	3	Trzy	Trzy	0,0
WYOBCAL	4	Wszystkie	Wszystkie	0,0
WYOBCAP	0	Nie czytał	Nie czytał	0,0
WYOBCAP	1	Czytał w okr period	Czytał w okr period	0,0
BRAVO6	0	Nie czytał	Nie czytał	0,0
BRAVO6	1	Czytał w cyklu sez.	Czytał w cyklu sez.	0,0
BRAVOL	0	Nie czytał	Nie czytał	0,0
BRAVOL	1	Jedno	Jedno	0,0
BRAVOL	2	Dwa	Dwa	0,0
BRAVOL	3	Trzy	Trzy	0,0
BRAVOL	4	Wszystkie	Wszystkie	0,0
BRAVOP	0	Nie czytał	Nie czytał	0,0
BRAVOP	1	Czytał w okr period	Czytał w okr period	0,0
BRASPO6	0	Nie czytał	Nie czytał	0,0
BRASPO6	1	Czytał w cyklu sez.	Czytał w cyklu sez.	0,0
BRASPOL	0	Nie czytał	Nie czytał	0,0
BRASPOL	1	Jedno	Jedno	0,0
BRASPOL	2	Dwa	Dwa	0,0
BRASPOL	3	Trzy	Trzy	0,0
BRASPOL	4	Wszystkie	Wszystkie	0,0
BRASPOP	0	Nie czytał	Nie czytał	0,0
BRASPOP	1	Czytał w okr period	Czytał w okr period	0,0
BRASP26	0	Nie czytał	Nie czytał	0,0
BRASP26	1	Czytał w cyklu sez.	Czytał w cyklu sez.	0,0
BRASP2L	0	Nie czytał	Nie czytał	0,0
BRASP2L	1	Jedno	Jedno	0,0
BRASP2L	2	Dwa	Dwa	0,0
BRASP2L	3	Trzy	Trzy	0,0
BRASP2L	4	Wszystkie	Wszystkie	0,0
BRASP2P	0	Nie czytał	Nie czytał	0,0
BRASP2P	1	Czytał w okr period	Czytał w okr period	0,0
FLESZ6	0	Nie czytał	Nie czytał	0,0
FLESZ6	1	Czytał w cyklu sez.	Czytał w cyklu sez.	0,0
FLESZL	0	Nie czytał	Nie czytał	0,0
FLESZL	1	Jedno	Jedno	0,0
FLESZL	2	Dwa	Dwa	0,0
FLESZL	3	Trzy	Trzy	0,0
FLESZL	4	Wszystkie	Wszystkie	0,0
FLESZP	0	Nie czytał	Nie czytał	0,0
FLESZP	1	Czytał w okr period	Czytał w okr period	0,0
GALAD_6	0	Nie czytał	Nie czytał	0,0
GALAD_6	1	Czytał w cyklu sez.	Czytał w cyklu sez.	0,0
GALAD_L	0	Nie czytał	Nie czytał	0,0
GALAD_L	1	Jedno	Jedno	0,0
GALAD_L	2	Dwa	Dwa	0,0
GALAD_L	3	Trzy	Trzy	0,0
GALAD_L	4	Wszystkie	Wszystkie	0,0
GALAD_P	0	Nie czytał	Nie czytał	0,0
GALAD_P	1	Czytał w okr period	Czytał w okr period	0,0
GRAZIA6	0	Nie czytał	Nie czytał	0,0
GRAZIA6	1	Czytał w cyklu sez.	Czytał w cyklu sez.	0,0
GRAZIAL	0	Nie czytał	Nie czytał	0,0
GRAZIAL	1	Jedno	Jedno	0,0
GRAZIAL	2	Dwa	Dwa	0,0
GRAZIAL	3	Trzy	Trzy	0,0
GRAZIAL	4	Wszystkie	Wszystkie	0,0
GRAZIAP	0	Nie czytał	Nie czytał	0,0
GRAZIAP	1	Czytał w okr period	Czytał w okr period	0,0
NAJD6	0	Nie czytał	Nie czytał	0,0
NAJD6	1	Czytał w cyklu sez.	Czytał w cyklu sez.	0,0
NAJDL	0	Nie czytał	Nie czytał	0,0
NAJDL	1	Jedno	Jedno	0,0
NAJDL	2	Dwa	Dwa	0,0
NAJDL	3	Trzy	Trzy	0,0
NAJDL	4	Wszystkie	Wszystkie	0,0
NAJDP	0	Nie czytał	Nie czytał	0,0
NAJDP	1	Czytał w okr period	Czytał w okr period	0,0
PANID26	0	Nie czytał	Nie czytał	0,0
PANID26	1	Czytał w cyklu sez.	Czytał w cyklu sez.	0,0
PANID2L	0	Nie czytał	Nie czytał	0,0
PANID2L	1	Jedno	Jedno	0,0
PANID2L	2	Dwa	Dwa	0,0
PANID2L	3	Trzy	Trzy	0,0
PANID2L	4	Wszystkie	Wszystkie	0,0
PANID2P	0	Nie czytał	Nie czytał	0,0
PANID2P	1	Czytał w okr period	Czytał w okr period	0,0
PARTY6	0	Nie czytał	Nie czytał	0,0
PARTY6	1	Czytał w cyklu sez.	Czytał w cyklu sez.	0,0
PARTYL	0	Nie czytał	Nie czytał	0,0
PARTYL	1	Jedno	Jedno	0,0
PARTYL	2	Dwa	Dwa	0,0
PARTYL	3	Trzy	Trzy	0,0
PARTYL	4	Wszystkie	Wszystkie	0,0
PARTYP	0	Nie czytał	Nie czytał	0,0
PARTYP	1	Czytał w okr period	Czytał w okr period	0,0
PRZYJ26	0	Nie czytał	Nie czytał	0,0
PRZYJ26	1	Czytał w cyklu sez.	Czytał w cyklu sez.	0,0
PRZYJ2L	0	Nie czytał	Nie czytał	0,0
PRZYJ2L	1	Jedno	Jedno	0,0
PRZYJ2L	2	Dwa	Dwa	0,0
PRZYJ2L	3	Trzy	Trzy	0,0
PRZYJ2L	4	Wszystkie	Wszystkie	0,0
PRZYJ2P	0	Nie czytał	Nie czytał	0,0
PRZYJ2P	1	Czytał w okr period	Czytał w okr period	0,0
BELLAD6	0	Nie czytał	Nie czytał	0,0
BELLAD6	1	Czytał w cyklu sez.	Czytał w cyklu sez.	0,0
BELLADL	0	Nie czytał	Nie czytał	0,0
BELLADL	1	Jedno	Jedno	0,0
BELLADL	2	Dwa	Dwa	0,0
BELLADL	3	Trzy	Trzy	0,0
BELLADL	4	Wszystkie	Wszystkie	0,0
BELLADP	0	Nie czytał	Nie czytał	0,0
BELLADP	1	Czytał w okr period	Czytał w okr period	0,0
RELAKS6	0	Nie czytał	Nie czytał	0,0
RELAKS6	1	Czytał w cyklu sez.	Czytał w cyklu sez.	0,0
RELAKSL	0	Nie czytał	Nie czytał	0,0
RELAKSL	1	Jedno	Jedno	0,0
RELAKSL	2	Dwa	Dwa	0,0
RELAKSL	3	Trzy	Trzy	0,0
RELAKSL	4	Wszystkie	Wszystkie	0,0
RELAKSP	0	Nie czytał	Nie czytał	0,0
RELAKSP	1	Czytał w okr period	Czytał w okr period	0,0
SHOW6	0	Nie czytał	Nie czytał	0,0
SHOW6	1	Czytał w cyklu sez.	Czytał w cyklu sez.	0,0
SHOWL	0	Nie czytał	Nie czytał	0,0
SHOWL	1	Jedno	Jedno	0,0
SHOWL	2	Dwa	Dwa	0,0
SHOWL	3	Trzy	Trzy	0,0
SHOWL	4	Wszystkie	Wszystkie	0,0
SHOWP	0	Nie czytał	Nie czytał	0,0
SHOWP	1	Czytał w okr period	Czytał w okr period	0,0
SUKPOR6	0	Nie czytał	Nie czytał	0,0
SUKPOR6	1	Czytał w cyklu sez.	Czytał w cyklu sez.	0,0
SUKPORL	0	Nie czytał	Nie czytał	0,0
SUKPORL	1	Jedno	Jedno	0,0
SUKPORL	2	Dwa	Dwa	0,0
SUKPORL	3	Trzy	Trzy	0,0
SUKPORL	4	Wszystkie	Wszystkie	0,0
SUKPORP	0	Nie czytał	Nie czytał	0,0
SUKPORP	1	Czytał w okr period	Czytał w okr period	0,0
SWISER6	0	Nie czytał	Nie czytał	0,0
SWISER6	1	Czytał w cyklu sez.	Czytał w cyklu sez.	0,0
SWISERL	0	Nie czytał	Nie czytał	0,0
SWISERL	1	Jedno	Jedno	0,0
SWISERL	2	Dwa	Dwa	0,0
SWISERL	3	Trzy	Trzy	0,0
SWISERL	4	Wszystkie	Wszystkie	0,0
SWISERP	0	Nie czytał	Nie czytał	0,0
SWISERP	1	Czytał w okr period	Czytał w okr period	0,0
TAJEZD6	0	Nie czytał	Nie czytał	0,0
TAJEZD6	1	Czytał w cyklu sez.	Czytał w cyklu sez.	0,0
TAJEZDL	0	Nie czytał	Nie czytał	0,0
TAJEZDL	1	Jedno	Jedno	0,0
TAJEZDL	2	Dwa	Dwa	0,0
TAJEZDL	3	Trzy	Trzy	0,0
TAJEZDL	4	Wszystkie	Wszystkie	0,0
TAJEZDP	0	Nie czytał	Nie czytał	0,0
TAJEZDP	1	Czytał w okr period	Czytał w okr period	0,0
TAJEZM6	0	Nie czytał	Nie czytał	0,0
TAJEZM6	1	Czytał w cyklu sez.	Czytał w cyklu sez.	0,0
TAJEZML	0	Nie czytał	Nie czytał	0,0
TAJEZML	1	Jedno	Jedno	0,0
TAJEZML	2	Dwa	Dwa	0,0
TAJEZML	3	Trzy	Trzy	0,0
TAJEZML	4	Wszystkie	Wszystkie	0,0
TAJEZMP	0	Nie czytał	Nie czytał	0,0
TAJEZMP	1	Czytał w okr period	Czytał w okr period	0,0
TELES26	0	Nie czytał	Nie czytał	0,0
TELES26	1	Czytał w cyklu sez.	Czytał w cyklu sez.	0,0
TELES2L	0	Nie czytał	Nie czytał	0,0
TELES2L	1	Jedno	Jedno	0,0
TELES2L	2	Dwa	Dwa	0,0
TELES2L	3	Trzy	Trzy	0,0
TELES2L	4	Wszystkie	Wszystkie	0,0
TELES2P	0	Nie czytał	Nie czytał	0,0
TELES2P	1	Czytał w okr period	Czytał w okr period	0,0
TINA26	0	Nie czytał	Nie czytał	0,0
TINA26	1	Czytał w cyklu sez.	Czytał w cyklu sez.	0,0
TINA2L	0	Nie czytał	Nie czytał	0,0
TINA2L	1	Jedno	Jedno	0,0
TINA2L	2	Dwa	Dwa	0,0
TINA2L	3	Trzy	Trzy	0,0
TINA2L	4	Wszystkie	Wszystkie	0,0
TINA2P	0	Nie czytał	Nie czytał	0,0
TINA2P	1	Czytał w okr period	Czytał w okr period	0,0
TV146	0	Nie czytał	Nie czytał	0,0
TV146	1	Czytał w cyklu sez.	Czytał w cyklu sez.	0,0
TV14L	0	Nie czytał	Nie czytał	0,0
TV14L	1	Jedno	Jedno	0,0
TV14L	2	Dwa	Dwa	0,0
TV14L	3	Trzy	Trzy	0,0
TV14L	4	Wszystkie	Wszystkie	0,0
TV14P	0	Nie czytał	Nie czytał	0,0
TV14P	1	Czytał w okr period	Czytał w okr period	0,0
VIVA__6	0	Nie czytał	Nie czytał	0,0
VIVA__6	1	Czytał w cyklu sez.	Czytał w cyklu sez.	0,0
VIVA__L	0	Nie czytał	Nie czytał	0,0
VIVA__L	1	Jedno	Jedno	0,0
VIVA__L	2	Dwa	Dwa	0,0
VIVA__L	3	Trzy	Trzy	0,0
VIVA__L	4	Wszystkie	Wszystkie	0,0
VIVA__P	0	Nie czytał	Nie czytał	0,0
VIVA__P	1	Czytał w okr period	Czytał w okr period	0,0
ZZYCWZ6	0	Nie czytał	Nie czytał	0,0
ZZYCWZ6	1	Czytał w cyklu sez.	Czytał w cyklu sez.	0,0
ZZYCWZL	0	Nie czytał	Nie czytał	0,0
ZZYCWZL	1	Jedno	Jedno	0,0
ZZYCWZL	2	Dwa	Dwa	0,0
ZZYCWZL	3	Trzy	Trzy	0,0
ZZYCWZL	4	Wszystkie	Wszystkie	0,0
ZZYCWZP	0	Nie czytał	Nie czytał	0,0
ZZYCWZP	1	Czytał w okr period	Czytał w okr period	0,0
ARCMUR6	0	Nie czytał	Nie czytał	0,0
ARCMUR6	1	Czytał w cyklu sez.	Czytał w cyklu sez.	0,0
ARCMURL	0	Nie czytał	Nie czytał	0,0
ARCMURL	1	Jedno	Jedno	0,0
ARCMURL	2	Dwa	Dwa	0,0
ARCMURL	3	Trzy	Trzy	0,0
ARCMURL	4	Wszystkie	Wszystkie	0,0
ARCMURP	0	Nie czytał	Nie czytał	0,0
ARCMURP	1	Czytał w okr period	Czytał w okr period	0,0
AUTOMO6	0	Nie czytał	Nie czytał	0,0
AUTOMO6	1	Czytał w cyklu sez.	Czytał w cyklu sez.	0,0
AUTOMOL	0	Nie czytał	Nie czytał	0,0
AUTOMOL	1	Jedno	Jedno	0,0
AUTOMOL	2	Dwa	Dwa	0,0
AUTOMOL	3	Trzy	Trzy	0,0
AUTOMOL	4	Wszystkie	Wszystkie	0,0
AUTOMOP	0	Nie czytał	Nie czytał	0,0
AUTOMOP	1	Czytał w okr period	Czytał w okr period	0,0
AUMISP6	0	Nie czytał	Nie czytał	0,0
AUMISP6	1	Czytał w cyklu sez.	Czytał w cyklu sez.	0,0
AUMISPL	0	Nie czytał	Nie czytał	0,0
AUMISPL	1	Jedno	Jedno	0,0
AUMISPL	2	Dwa	Dwa	0,0
AUMISPL	3	Trzy	Trzy	0,0
AUMISPL	4	Wszystkie	Wszystkie	0,0
AUMISPP	0	Nie czytał	Nie czytał	0,0
AUMISPP	1	Czytał w okr period	Czytał w okr period	0,0
AUTOSP6	0	Nie czytał	Nie czytał	0,0
AUTOSP6	1	Czytał w cyklu sez.	Czytał w cyklu sez.	0,0
AUTOSPL	0	Nie czytał	Nie czytał	0,0
AUTOSPL	1	Jedno	Jedno	0,0
AUTOSPL	2	Dwa	Dwa	0,0
AUTOSPL	3	Trzy	Trzy	0,0
AUTOSPL	4	Wszystkie	Wszystkie	0,0
AUTOSPP	0	Nie czytał	Nie czytał	0,0
AUTOSPP	1	Czytał w okr period	Czytał w okr period	0,0
AVANTI6	0	Nie czytał	Nie czytał	0,0
AVANTI6	1	Czytał w cyklu sez.	Czytał w cyklu sez.	0,0
AVANTIL	0	Nie czytał	Nie czytał	0,0
AVANTIL	1	Jedno	Jedno	0,0
AVANTIL	2	Dwa	Dwa	0,0
AVANTIL	3	Trzy	Trzy	0,0
AVANTIL	4	Wszystkie	Wszystkie	0,0
AVANTIP	0	Nie czytał	Nie czytał	0,0
AVANTIP	1	Czytał w okr period	Czytał w okr period	0,0
BRAVGM6	0	Nie czytał	Nie czytał	0,0
BRAVGM6	1	Czytał w cyklu sez.	Czytał w cyklu sez.	0,0
BRAVGML	0	Nie czytał	Nie czytał	0,0
BRAVGML	1	Jedno	Jedno	0,0
BRAVGML	2	Dwa	Dwa	0,0
BRAVGML	3	Trzy	Trzy	0,0
BRAVGML	4	Wszystkie	Wszystkie	0,0
BRAVGMP	0	Nie czytał	Nie czytał	0,0
BRAVGMP	1	Czytał w okr period	Czytał w okr period	0,0
BURDA6	0	Nie czytał	Nie czytał	0,0
BURDA6	1	Czytał w cyklu sez.	Czytał w cyklu sez.	0,0
BURDAL	0	Nie czytał	Nie czytał	0,0
BURDAL	1	Jedno	Jedno	0,0
BURDAL	2	Dwa	Dwa	0,0
BURDAL	3	Trzy	Trzy	0,0
BURDAL	4	Wszystkie	Wszystkie	0,0
BURDAP	0	Nie czytał	Nie czytał	0,0
BURDAP	1	Czytał w okr period	Czytał w okr period	0,0
BUDDOM6	0	Nie czytał	Nie czytał	0,0
BUDDOM6	1	Czytał w cyklu sez.	Czytał w cyklu sez.	0,0
BUDDOML	0	Nie czytał	Nie czytał	0,0
BUDDOML	1	Jedno	Jedno	0,0
BUDDOML	2	Dwa	Dwa	0,0
BUDDOML	3	Trzy	Trzy	0,0
BUDDOML	4	Wszystkie	Wszystkie	0,0
BUDDOMP	0	Nie czytał	Nie czytał	0,0
BUDDOMP	1	Czytał w okr period	Czytał w okr period	0,0
CZASWNE6	0	Nie czytał	Nie czytał	0,0
CZASWNE6	1	Czytał w cyklu sez.	Czytał w cyklu sez.	0,0
CZASWNEL	0	Nie czytał	Nie czytał	0,0
CZASWNEL	1	Jedno	Jedno	0,0
CZASWNEL	2	Dwa	Dwa	0,0
CZASWNEL	3	Trzy	Trzy	0,0
CZASWNEL	4	Wszystkie	Wszystkie	0,0
CZASWNEP	0	Nie czytał	Nie czytał	0,0
CZASWNEP	1	Czytał w okr period	Czytał w okr period	0,0
CDACTI6	0	Nie czytał	Nie czytał	0,0
CDACTI6	1	Czytał w cyklu sez.	Czytał w cyklu sez.	0,0
CDACTIL	0	Nie czytał	Nie czytał	0,0
CDACTIL	1	Jedno	Jedno	0,0
CDACTIL	2	Dwa	Dwa	0,0
CDACTIL	3	Trzy	Trzy	0,0
CDACTIL	4	Wszystkie	Wszystkie	0,0
CDACTIP	0	Nie czytał	Nie czytał	0,0
CDACTIP	1	Czytał w okr period	Czytał w okr period	0,0
CHIP6	0	Nie czytał	Nie czytał	0,0
CHIP6	1	Czytał w cyklu sez.	Czytał w cyklu sez.	0,0
CHIPL	0	Nie czytał	Nie czytał	0,0
CHIPL	1	Jedno	Jedno	0,0
CHIPL	2	Dwa	Dwa	0,0
CHIPL	3	Trzy	Trzy	0,0
CHIPL	4	Wszystkie	Wszystkie	0,0
CHIPP	0	Nie czytał	Nie czytał	0,0
CHIPP	1	Czytał w okr period	Czytał w okr period	0,0
CKM___6	0	Nie czytał	Nie czytał	0,0
CKM___6	1	Czytał w cyklu sez.	Czytał w cyklu sez.	0,0
CKM___L	0	Nie czytał	Nie czytał	0,0
CKM___L	1	Jedno	Jedno	0,0
CKM___L	2	Dwa	Dwa	0,0
CKM___L	3	Trzy	Trzy	0,0
CKM___L	4	Wszystkie	Wszystkie	0,0
CKM___P	0	Nie czytał	Nie czytał	0,0
CKM___P	1	Czytał w okr period	Czytał w okr period	0,0
CLAUD6	0	Nie czytał	Nie czytał	0,0
CLAUD6	1	Czytał w cyklu sez.	Czytał w cyklu sez.	0,0
CLAUDL	0	Nie czytał	Nie czytał	0,0
CLAUDL	1	Jedno	Jedno	0,0
CLAUDL	2	Dwa	Dwa	0,0
CLAUDL	3	Trzy	Trzy	0,0
CLAUDL	4	Wszystkie	Wszystkie	0,0
CLAUDP	0	Nie czytał	Nie czytał	0,0
CLAUDP	1	Czytał w okr period	Czytał w okr period	0,0
COSMO6	0	Nie czytał	Nie czytał	0,0
COSMO6	1	Czytał w cyklu sez.	Czytał w cyklu sez.	0,0
COSMOL	0	Nie czytał	Nie czytał	0,0
COSMOL	1	Jedno	Jedno	0,0
COSMOL	2	Dwa	Dwa	0,0
COSMOL	3	Trzy	Trzy	0,0
COSMOL	4	Wszystkie	Wszystkie	0,0
COSMOP	0	Nie czytał	Nie czytał	0,0
COSMOP	1	Czytał w okr period	Czytał w okr period	0,0
CZTERY6	0	Nie czytał	Nie czytał	0,0
CZTERY6	1	Czytał w cyklu sez.	Czytał w cyklu sez.	0,0
CZTERYL	0	Nie czytał	Nie czytał	0,0
CZTERYL	1	Jedno	Jedno	0,0
CZTERYL	2	Dwa	Dwa	0,0
CZTERYL	3	Trzy	Trzy	0,0
CZTERYL	4	Wszystkie	Wszystkie	0,0
CZTERYP	0	Nie czytał	Nie czytał	0,0
CZTERYP	1	Czytał w okr period	Czytał w okr period	0,0
DBAOZD6	0	Nie czytał	Nie czytał	0,0
DBAOZD6	1	Czytał w cyklu sez.	Czytał w cyklu sez.	0,0
DBAOZDL	0	Nie czytał	Nie czytał	0,0
DBAOZDL	1	Jedno	Jedno	0,0
DBAOZDL	2	Dwa	Dwa	0,0
DBAOZDL	3	Trzy	Trzy	0,0
DBAOZDL	4	Wszystkie	Wszystkie	0,0
DBAOZDP	0	Nie czytał	Nie czytał	0,0
DBAOZDP	1	Czytał w okr period	Czytał w okr period	0,0
DOBRAD6	0	Nie czytał	Nie czytał	0,0
DOBRAD6	1	Czytał w cyklu sez.	Czytał w cyklu sez.	0,0
DOBRADL	0	Nie czytał	Nie czytał	0,0
DOBRADL	1	Jedno	Jedno	0,0
DOBRADL	2	Dwa	Dwa	0,0
DOBRADL	3	Trzy	Trzy	0,0
DOBRADL	4	Wszystkie	Wszystkie	0,0
DOBRADP	0	Nie czytał	Nie czytał	0,0
DOBRADP	1	Czytał w okr period	Czytał w okr period	0,0
DOBWNE6	0	Nie czytał	Nie czytał	0,0
DOBWNE6	1	Czytał w cyklu sez.	Czytał w cyklu sez.	0,0
DOBWNEL	0	Nie czytał	Nie czytał	0,0
DOBWNEL	1	Jedno	Jedno	0,0
DOBWNEL	2	Dwa	Dwa	0,0
DOBWNEL	3	Trzy	Trzy	0,0
DOBWNEL	4	Wszystkie	Wszystkie	0,0
DOBWNEP	0	Nie czytał	Nie czytał	0,0
DOBWNEP	1	Czytał w okr period	Czytał w okr period	0,0
DOWNET6	0	Nie czytał	Nie czytał	0,0
DOWNET6	1	Czytał w cyklu sez.	Czytał w cyklu sez.	0,0
DOWNETL	0	Nie czytał	Nie czytał	0,0
DOWNETL	1	Jedno	Jedno	0,0
DOWNETL	2	Dwa	Dwa	0,0
DOWNETL	3	Trzy	Trzy	0,0
DOWNETL	4	Wszystkie	Wszystkie	0,0
DOWNETP	0	Nie czytał	Nie czytał	0,0
DOWNETP	1	Czytał w okr period	Czytał w okr period	0,0
DOWNE26	0	Nie czytał	Nie czytał	0,0
DOWNE26	1	Czytał w cyklu sez.	Czytał w cyklu sez.	0,0
DOWNE2L	0	Nie czytał	Nie czytał	0,0
DOWNE2L	1	Jedno	Jedno	0,0
DOWNE2L	2	Dwa	Dwa	0,0
DOWNE2L	3	Trzy	Trzy	0,0
DOWNE2L	4	Wszystkie	Wszystkie	0,0
DOWNE2P	0	Nie czytał	Nie czytał	0,0
DOWNE2P	1	Czytał w okr period	Czytał w okr period	0,0
DZIALK6	0	Nie czytał	Nie czytał	0,0
DZIALK6	1	Czytał w cyklu sez.	Czytał w cyklu sez.	0,0
DZIALKL	0	Nie czytał	Nie czytał	0,0
DZIALKL	1	Jedno	Jedno	0,0
DZIALKL	2	Dwa	Dwa	0,0
DZIALKL	3	Trzy	Trzy	0,0
DZIALKL	4	Wszystkie	Wszystkie	0,0
DZIALKP	0	Nie czytał	Nie czytał	0,0
DZIALKP	1	Czytał w okr period	Czytał w okr period	0,0
DZIECK6	0	Nie czytał	Nie czytał	0,0
DZIECK6	1	Czytał w cyklu sez.	Czytał w cyklu sez.	0,0
DZIECKL	0	Nie czytał	Nie czytał	0,0
DZIECKL	1	Jedno	Jedno	0,0
DZIECKL	2	Dwa	Dwa	0,0
DZIECKL	3	Trzy	Trzy	0,0
DZIECKL	4	Wszystkie	Wszystkie	0,0
DZIECKP	0	Nie czytał	Nie czytał	0,0
DZIECKP	1	Czytał w okr period	Czytał w okr period	0,0
ELLE6	0	Nie czytał	Nie czytał	0,0
ELLE6	1	Czytał w cyklu sez.	Czytał w cyklu sez.	0,0
ELLEL	0	Nie czytał	Nie czytał	0,0
ELLEL	1	Jedno	Jedno	0,0
ELLEL	2	Dwa	Dwa	0,0
ELLEL	3	Trzy	Trzy	0,0
ELLEL	4	Wszystkie	Wszystkie	0,0
ELLEP	0	Nie czytał	Nie czytał	0,0
ELLEP	1	Czytał w okr period	Czytał w okr period	0,0
FOCUS6	0	Nie czytał	Nie czytał	0,0
FOCUS6	1	Czytał w cyklu sez.	Czytał w cyklu sez.	0,0
FOCUSL	0	Nie czytał	Nie czytał	0,0
FOCUSL	1	Jedno	Jedno	0,0
FOCUSL	2	Dwa	Dwa	0,0
FOCUSL	3	Trzy	Trzy	0,0
FOCUSL	4	Wszystkie	Wszystkie	0,0
FOCUSP	0	Nie czytał	Nie czytał	0,0
FOCUSP	1	Czytał w okr period	Czytał w okr period	0,0
FOCUSH6	0	Nie czytał	Nie czytał	0,0
FOCUSH6	1	Czytał w cyklu sez.	Czytał w cyklu sez.	0,0
FOCUSHL	0	Nie czytał	Nie czytał	0,0
FOCUSHL	1	Jedno	Jedno	0,0
FOCUSHL	2	Dwa	Dwa	0,0
FOCUSHL	3	Trzy	Trzy	0,0
FOCUSHL	4	Wszystkie	Wszystkie	0,0
FOCUSHP	0	Nie czytał	Nie czytał	0,0
FOCUSHP	1	Czytał w okr period	Czytał w okr period	0,0
FOCUSH26	0	Nie czytał	Nie czytał	0,0
FOCUSH26	1	Czytał w cyklu sez.	Czytał w cyklu sez.	0,0
FOCUSH2L	0	Nie czytał	Nie czytał	0,0
FOCUSH2L	1	Jedno	Jedno	0,0
FOCUSH2L	2	Dwa	Dwa	0,0
FOCUSH2L	3	Trzy	Trzy	0,0
FOCUSH2L	4	Wszystkie	Wszystkie	0,0
FOCUSH2P	0	Nie czytał	Nie czytał	0,0
FOCUSH2P	1	Czytał w okr period	Czytał w okr period	0,0
PROFIT6	0	Nie czytał	Nie czytał	0,0
PROFIT6	1	Czytał w cyklu sez.	Czytał w cyklu sez.	0,0
